date;heure;CO;PM25;PM10;NO2;O3
;;mg/m3;microg/m3;microg/m3;microg/m3;microg/m3
01/10/2012;10;0;20;39;65;16
01/10/2012;11;0;15;34;42;39
01/10/2012;12;0;16;29;39;46
01/10/2012;13;0;16;22;32;58
01/10/2012;14;0;12;17;42;51
01/10/2012;15;0;13;19;39;51
01/10/2012;16;0;14;29;47;43
01/10/2012;17;0;12;31;58;29
01/10/2012;18;0;13;32;69;17
01/10/2012;19;0;16;35;55;24
01/10/2012;20;0;15;27;56;22
01/10/2012;21;0;15;26;44;30
01/10/2012;22;0;12;22;35;35
01/10/2012;23;0;9;22;28;38
01/10/2012;24;0;8;16;18;44
02/10/2012;1;0;9;14;18;42
02/10/2012;2;0;8;16;13;42
02/10/2012;3;0;5;17;14;39
02/10/2012;4;0;5;15;16;37
02/10/2012;5;0;5;12;29;24
02/10/2012;6;0;7;15;45;10
02/10/2012;7;0;7;14;53;5
02/10/2012;8;0;9;19;57;6
02/10/2012;9;0;12;16;48;14
02/10/2012;10;0;9;20;39;23
02/10/2012;11;0;9;17;32;42
02/10/2012;12;0;8;22;29;49
02/10/2012;13;0;10;23;26;53
02/10/2012;14;0;9;22;28;53
02/10/2012;15;0;8;24;34;47
02/10/2012;16;0;9;24;41;41
02/10/2012;17;0;9;18;43;36
02/10/2012;18;0;10;22;54;26
02/10/2012;19;0;9;23;56;21
02/10/2012;20;0;5;21;53;21
02/10/2012;21;0;7;15;38;30
02/10/2012;22;0;6;17;31;33
02/10/2012;23;0;7;8;24;37
02/10/2012;24;0;7;n/d;16;45
03/10/2012;1;0;4;n/d;13;49
03/10/2012;2;0;4;14;12;51
03/10/2012;3;0;4;18;10;48
03/10/2012;4;0;5;11;13;48
03/10/2012;5;0;5;13;28;33
03/10/2012;6;0;6;15;42;21
03/10/2012;7;0;7;19;48;15
03/10/2012;8;0;7;22;48;19
03/10/2012;9;0;9;22;44;24
03/10/2012;10;0;11;25;42;26
03/10/2012;11;0;11;26;42;26
03/10/2012;12;0;9;26;43;28
03/10/2012;13;0;12;28;41;31
03/10/2012;14;0;14;25;52;23
03/10/2012;15;0;14;29;49;23
03/10/2012;16;0;9;22;46;23
03/10/2012;17;0;11;19;54;16
03/10/2012;18;0;11;16;56;13
03/10/2012;19;0;11;20;44;27
03/10/2012;20;0;9;18;35;34
03/10/2012;21;0;9;18;26;41
03/10/2012;22;0;7;11;25;39
03/10/2012;23;0;6;13;18;45
03/10/2012;24;0;5;12;12;50
04/10/2012;1;0;4;13;9;51
04/10/2012;2;0;5;10;8;52
04/10/2012;3;0;4;9;8;51
04/10/2012;4;0;4;9;10;53
04/10/2012;5;0;2;n/d;24;47
04/10/2012;6;0;4;20;32;40
04/10/2012;7;0;7;11;51;26
04/10/2012;8;0;7;13;61;15
04/10/2012;9;0;9;n/d;57;19
04/10/2012;10;0;6;22;32;36
04/10/2012;11;0;3;25;24;46
04/10/2012;12;0;9;21;23;53
04/10/2012;13;0;9;18;28;47
04/10/2012;14;0;9;18;36;45
04/10/2012;15;0;5;17;33;50
04/10/2012;16;0;6;16;37;48
04/10/2012;17;0;7;17;61;24
04/10/2012;18;0;11;20;73;13
04/10/2012;19;1;12;21;86;3
04/10/2012;20;0;15;27;83;2
04/10/2012;21;0;15;26;71;3
04/10/2012;22;0;12;20;51;11
04/10/2012;23;0;8;14;36;20
04/10/2012;24;0;7;24;25;31
05/10/2012;1;0;8;13;15;46
05/10/2012;2;0;6;6;10;50
05/10/2012;3;0;6;7;8;57
05/10/2012;4;0;5;12;12;n/d
05/10/2012;5;0;6;10;26;32
05/10/2012;6;0;10;15;39;22
05/10/2012;7;0;11;18;51;16
05/10/2012;8;0;10;24;50;19
05/10/2012;9;n/d;n/d;n/d;n/d;n/d
05/10/2012;10;n/d;n/d;n/d;44;n/d
05/10/2012;11;n/d;n/d;n/d;35;29
05/10/2012;12;0;n/d;n/d;29;36
05/10/2012;13;0;11;18;24;39
05/10/2012;14;0;10;22;24;39
05/10/2012;15;0;8;19;26;35
05/10/2012;16;0;7;21;38;23
05/10/2012;17;0;8;22;44;18
05/10/2012;18;0;10;33;54;11
05/10/2012;19;0;11;28;49;14
05/10/2012;20;0;11;25;50;11
05/10/2012;21;0;11;24;47;11
05/10/2012;22;0;10;26;43;11
05/10/2012;23;0;9;20;46;7
05/10/2012;24;0;9;20;46;6
06/10/2012;1;0;11;21;42;8
06/10/2012;2;0;8;20;28;23
06/10/2012;3;0;10;17;33;19
06/10/2012;4;0;11;21;41;14
06/10/2012;5;0;11;22;38;28
06/10/2012;6;0;12;22;30;47
06/10/2012;7;0;12;25;32;43
06/10/2012;8;0;13;22;35;40
06/10/2012;9;0;16;28;47;33
06/10/2012;10;0;19;29;31;46
06/10/2012;11;0;20;31;41;35
06/10/2012;12;0;16;27;38;34
06/10/2012;13;0;16;28;55;19
06/10/2012;14;0;21;30;50;21
06/10/2012;15;0;18;33;48;21
06/10/2012;16;0;18;30;50;20
06/10/2012;17;0;16;24;53;16
06/10/2012;18;0;15;24;57;17
06/10/2012;19;0;14;24;58;17
06/10/2012;20;0;20;27;56;16
06/10/2012;21;0;20;25;34;34
06/10/2012;22;0;11;21;34;34
06/10/2012;23;0;15;19;30;36
06/10/2012;24;0;18;22;31;34
07/10/2012;1;0;16;25;29;38
07/10/2012;2;0;14;24;19;37
07/10/2012;3;0;8;16;16;24
07/10/2012;4;0;6;9;13;36
07/10/2012;5;0;5;8;12;49
07/10/2012;6;0;8;13;16;41
07/10/2012;7;0;16;22;20;33
07/10/2012;8;0;17;24;25;30
07/10/2012;9;0;17;25;19;44
07/10/2012;10;0;12;17;13;56
07/10/2012;11;0;9;9;13;58
07/10/2012;12;0;9;16;15;59
07/10/2012;13;0;11;19;14;61
07/10/2012;14;0;8;n/d;15;63
07/10/2012;15;0;8;n/d;15;65
07/10/2012;16;0;9;16;17;64
07/10/2012;17;0;8;16;21;59
07/10/2012;18;0;9;12;27;50
07/10/2012;19;0;10;16;42;34
07/10/2012;20;0;12;15;35;38
07/10/2012;21;0;9;20;30;37
07/10/2012;22;0;12;23;39;27
07/10/2012;23;0;14;21;30;34
07/10/2012;24;0;7;19;22;37
08/10/2012;1;0;6;11;18;38
08/10/2012;2;0;7;12;16;37
08/10/2012;3;0;7;13;16;33
08/10/2012;4;0;8;14;23;28
08/10/2012;5;0;7;14;34;19
08/10/2012;6;0;9;15;50;7
08/10/2012;7;0;16;22;60;1
08/10/2012;8;1;19;27;58;2
08/10/2012;9;0;19;31;51;2
08/10/2012;10;0;16;26;52;2
08/10/2012;11;1;18;27;49;2
08/10/2012;12;1;19;29;44;2
08/10/2012;13;1;19;35;47;2
08/10/2012;14;1;21;27;56;2
08/10/2012;15;1;25;36;57;1
08/10/2012;16;1;27;43;63;1
08/10/2012;17;1;17;28;45;2
08/10/2012;18;1;11;19;46;2
08/10/2012;19;1;13;18;46;2
08/10/2012;20;1;14;20;48;1
08/10/2012;21;1;14;22;42;1
08/10/2012;22;0;12;20;39;3
08/10/2012;23;0;6;13;30;12
08/10/2012;24;0;5;11;20;20
09/10/2012;1;0;5;10;11;30
09/10/2012;2;0;4;11;10;31
09/10/2012;3;0;6;10;12;29
09/10/2012;4;0;7;12;15;29
09/10/2012;5;0;9;19;31;10
09/10/2012;6;0;8;16;36;2
09/10/2012;7;0;8;16;34;2
09/10/2012;8;0;10;19;33;2
09/10/2012;9;0;9;17;29;2
09/10/2012;10;0;11;17;26;3
09/10/2012;11;0;15;19;28;4
09/10/2012;12;1;17;19;33;4
09/10/2012;13;1;20;30;33;3
09/10/2012;14;0;20;38;34;5
09/10/2012;15;1;16;37;35;5
09/10/2012;16;1;18;29;40;3
09/10/2012;17;1;22;36;45;2
09/10/2012;18;1;25;41;44;4
09/10/2012;19;1;25;39;43;5
09/10/2012;20;0;27;33;41;4
09/10/2012;21;0;28;30;39;6
09/10/2012;22;0;24;29;37;5
09/10/2012;23;0;22;27;29;12
09/10/2012;24;0;17;24;24;15
10/10/2012;1;0;16;23;26;9
10/10/2012;2;0;16;20;23;8
10/10/2012;3;0;19;19;19;12
10/10/2012;4;0;18;24;21;12
10/10/2012;5;0;17;25;28;6
10/10/2012;6;0;19;23;39;0
10/10/2012;7;0;23;32;44;1
10/10/2012;8;0;22;31;52;2
10/10/2012;9;0;23;33;51;3
10/10/2012;10;0;22;33;46;10
10/10/2012;11;0;24;35;44;11
10/10/2012;12;0;25;35;44;12
10/10/2012;13;0;24;39;42;11
10/10/2012;14;0;23;39;38;14
10/10/2012;15;0;22;33;42;10
10/10/2012;16;0;24;36;44;6
10/10/2012;17;0;26;40;46;3
10/10/2012;18;1;27;42;48;2
10/10/2012;19;1;27;41;45;3
10/10/2012;20;0;26;41;38;8
10/10/2012;21;0;29;40;31;14
10/10/2012;22;0;29;39;35;7
10/10/2012;23;0;29;43;38;2
10/10/2012;24;0;28;41;32;2
11/10/2012;1;0;27;39;29;2
11/10/2012;2;0;29;39;24;6
11/10/2012;3;0;29;n/d;26;2
11/10/2012;4;0;30;n/d;26;1
11/10/2012;5;0;27;n/d;30;0
11/10/2012;6;0;30;n/d;33;0
11/10/2012;7;1;34;n/d;37;1
11/10/2012;8;1;28;n/d;41;1
11/10/2012;9;1;27;n/d;37;2
11/10/2012;10;1;24;n/d;40;3
11/10/2012;11;1;23;n/d;48;3
11/10/2012;12;1;23;n/d;54;2
11/10/2012;13;1;22;n/d;51;5
11/10/2012;14;0;15;n/d;48;12
11/10/2012;15;0;12;n/d;41;21
11/10/2012;16;0;8;n/d;48;18
11/10/2012;17;1;9;n/d;68;5
11/10/2012;18;1;13;n/d;69;3
11/10/2012;19;0;14;n/d;57;7
11/10/2012;20;0;12;n/d;55;6
11/10/2012;21;0;13;n/d;47;7
11/10/2012;22;0;13;n/d;41;10
11/10/2012;23;0;12;n/d;37;13
11/10/2012;24;0;9;n/d;17;31
12/10/2012;1;0;4;n/d;11;41
12/10/2012;2;0;3;n/d;9;42
12/10/2012;3;0;4;n/d;8;45
12/10/2012;4;0;4;n/d;11;43
12/10/2012;5;0;1;n/d;23;36
12/10/2012;6;0;0;n/d;41;23
12/10/2012;7;0;3;n/d;45;24
12/10/2012;8;0;5;n/d;43;27
12/10/2012;9;0;7;n/d;33;36
12/10/2012;10;0;8;n/d;24;45
12/10/2012;11;0;7;n/d;24;47
12/10/2012;12;0;10;n/d;23;51
12/10/2012;13;0;8;n/d;25;49
12/10/2012;14;0;11;n/d;29;45
12/10/2012;15;0;8;n/d;34;39
12/10/2012;16;0;8;n/d;40;33
12/10/2012;17;0;7;n/d;38;35
12/10/2012;18;0;8;n/d;58;18
12/10/2012;19;0;12;n/d;70;7
12/10/2012;20;0;12;n/d;42;30
12/10/2012;21;0;9;n/d;55;16
12/10/2012;22;0;9;n/d;44;20
12/10/2012;23;0;8;n/d;45;17
12/10/2012;24;0;8;n/d;42;17
13/10/2012;1;0;9;n/d;33;23
13/10/2012;2;0;5;n/d;26;29
13/10/2012;3;0;6;n/d;23;30
13/10/2012;4;0;6;n/d;25;24
13/10/2012;5;0;5;n/d;31;18
13/10/2012;6;0;6;n/d;37;11
13/10/2012;7;0;5;n/d;38;13
13/10/2012;8;0;6;n/d;37;17
13/10/2012;9;0;8;n/d;36;20
13/10/2012;10;0;9;n/d;33;24
13/10/2012;11;0;8;n/d;38;23
13/10/2012;12;0;7;n/d;39;25
13/10/2012;13;0;11;n/d;50;26
13/10/2012;14;0;10;n/d;37;44
13/10/2012;15;0;6;n/d;45;39
13/10/2012;16;0;11;n/d;49;29
13/10/2012;17;0;8;n/d;59;18
13/10/2012;18;0;12;n/d;67;10
13/10/2012;19;0;15;n/d;47;21
13/10/2012;20;0;13;n/d;47;19
13/10/2012;21;0;14;n/d;45;18
13/10/2012;22;0;11;n/d;40;22
13/10/2012;23;0;10;n/d;41;23
13/10/2012;24;0;8;n/d;44;21
14/10/2012;1;0;8;n/d;49;15
14/10/2012;2;0;9;n/d;44;15
14/10/2012;3;0;4;n/d;39;13
14/10/2012;4;0;8;n/d;40;5
14/10/2012;5;0;12;n/d;36;3
14/10/2012;6;0;11;n/d;39;0
14/10/2012;7;0;17;n/d;39;1
14/10/2012;8;0;16;n/d;38;4
14/10/2012;9;0;12;n/d;33;9
14/10/2012;10;0;13;n/d;34;15
14/10/2012;11;0;17;n/d;38;17
14/10/2012;12;0;11;n/d;38;19
14/10/2012;13;0;13;n/d;36;27
14/10/2012;14;0;9;n/d;32;34
14/10/2012;15;0;8;n/d;34;41
14/10/2012;16;0;7;n/d;34;42
14/10/2012;17;0;6;n/d;39;36
14/10/2012;18;0;8;n/d;40;19
14/10/2012;19;0;14;n/d;43;17
14/10/2012;20;0;16;n/d;48;12
14/10/2012;21;0;16;n/d;35;24
14/10/2012;22;0;13;n/d;34;24
14/10/2012;23;0;13;n/d;35;21
14/10/2012;24;0;14;n/d;27;27
15/10/2012;1;0;12;n/d;20;32
15/10/2012;2;0;9;n/d;22;32
15/10/2012;3;0;6;n/d;26;27
15/10/2012;4;0;6;n/d;27;28
15/10/2012;5;0;8;n/d;41;17
15/10/2012;6;0;5;n/d;60;6
15/10/2012;7;0;8;n/d;69;2
15/10/2012;8;0;11;n/d;72;4
15/10/2012;9;0;11;n/d;67;9
15/10/2012;10;0;9;n/d;53;18
15/10/2012;11;0;11;n/d;40;28
15/10/2012;12;0;n/d;n/d;33;34
15/10/2012;13;0;n/d;n/d;30;40
15/10/2012;14;0;6;13;29;43
15/10/2012;15;0;7;15;33;42
15/10/2012;16;0;7;20;33;43
15/10/2012;17;0;6;18;51;25
15/10/2012;18;0;10;23;60;16
15/10/2012;19;0;10;21;59;13
15/10/2012;20;0;12;23;57;10
15/10/2012;21;0;13;21;51;12
15/10/2012;22;0;16;21;44;16
15/10/2012;23;0;11;10;31;25
15/10/2012;24;0;8;5;24;31
16/10/2012;1;0;9;n/d;18;36
16/10/2012;2;0;6;n/d;15;40
16/10/2012;3;0;6;n/d;18;38
16/10/2012;4;0;7;n/d;23;34
16/10/2012;5;0;5;n/d;40;21
16/10/2012;6;0;6;n/d;49;15
16/10/2012;7;0;5;n/d;55;13
16/10/2012;8;0;8;n/d;61;10
16/10/2012;9;0;9;21;53;16
16/10/2012;10;0;10;29;47;21
16/10/2012;11;0;12;33;35;33
16/10/2012;12;0;17;30;33;39
16/10/2012;13;0;12;29;41;33
16/10/2012;14;0;10;26;38;36
16/10/2012;15;0;9;24;33;41
16/10/2012;16;0;10;24;42;34
16/10/2012;17;0;10;28;59;21
16/10/2012;18;0;12;28;74;9
16/10/2012;19;1;13;27;80;2
16/10/2012;20;1;16;32;74;3
16/10/2012;21;0;17;35;63;5
16/10/2012;22;0;15;30;48;11
16/10/2012;23;0;13;25;39;13
16/10/2012;24;0;11;22;34;13
17/10/2012;1;0;9;20;19;22
17/10/2012;2;0;10;13;15;22
17/10/2012;3;0;11;11;19;16
17/10/2012;4;0;10;9;33;5
17/10/2012;5;0;10;11;38;4
17/10/2012;6;0;10;9;50;0
17/10/2012;7;0;10;15;56;1
17/10/2012;8;0;8;17;57;2
17/10/2012;9;0;8;19;57;3
17/10/2012;10;n/d;9;21;n/d;n/d
17/10/2012;11;n/d;11;25;n/d;n/d
17/10/2012;12;0;15;19;58;9
17/10/2012;13;0;12;18;54;11
17/10/2012;14;0;9;19;63;10
17/10/2012;15;0;11;21;61;11
17/10/2012;16;0;12;18;60;14
17/10/2012;17;1;14;21;68;3
17/10/2012;18;1;18;23;72;3
17/10/2012;19;1;15;21;72;4
17/10/2012;20;0;16;22;67;11
17/10/2012;21;0;14;18;67;11
17/10/2012;22;0;14;16;61;10
17/10/2012;23;0;13;18;62;7
17/10/2012;24;0;12;21;53;11
18/10/2012;1;0;14;16;44;13
18/10/2012;2;0;12;16;36;16
18/10/2012;3;0;10;16;36;15
18/10/2012;4;0;7;17;49;5
18/10/2012;5;0;8;18;58;1
18/10/2012;6;1;11;18;68;0
18/10/2012;7;1;15;26;71;1
18/10/2012;8;1;21;35;76;2
18/10/2012;9;1;19;42;72;6
18/10/2012;10;0;14;38;57;17
18/10/2012;11;0;12;24;53;24
18/10/2012;12;0;12;23;54;22
18/10/2012;13;0;13;39;63;18
18/10/2012;14;1;14;31;64;22
18/10/2012;15;1;17;35;86;5
18/10/2012;16;1;22;37;92;2
18/10/2012;17;1;23;42;101;1
18/10/2012;18;1;24;31;104;2
18/10/2012;19;1;30;35;95;2
18/10/2012;20;1;27;32;75;2
18/10/2012;21;1;25;33;76;2
18/10/2012;22;1;27;39;73;2
18/10/2012;23;1;26;38;73;2
18/10/2012;24;1;26;39;78;2
19/10/2012;1;1;25;37;72;2
19/10/2012;2;1;23;36;61;2
19/10/2012;3;0;15;29;51;7
19/10/2012;4;0;12;23;49;13
19/10/2012;5;0;9;23;61;8
19/10/2012;6;0;10;21;78;2
19/10/2012;7;1;18;32;104;2
19/10/2012;8;1;25;54;114;3
19/10/2012;9;1;27;56;109;3
19/10/2012;10;1;20;46;90;6
19/10/2012;11;1;17;39;86;4
19/10/2012;12;1;21;38;81;5
19/10/2012;13;1;20;40;78;4
19/10/2012;14;1;19;40;83;4
19/10/2012;15;1;24;42;81;3
19/10/2012;16;1;23;39;80;2
19/10/2012;17;1;21;37;69;2
19/10/2012;18;1;19;34;72;1
19/10/2012;19;1;23;40;75;5
19/10/2012;20;1;21;31;77;3
19/10/2012;21;1;22;36;76;1
19/10/2012;22;0;21;35;59;4
19/10/2012;23;0;17;31;42;14
19/10/2012;24;0;13;18;32;18
20/10/2012;1;0;10;10;31;19
20/10/2012;2;0;6;9;28;20
20/10/2012;3;0;6;9;28;19
20/10/2012;4;0;7;10;30;16
20/10/2012;5;0;7;6;21;26
20/10/2012;6;0;4;7;26;28
20/10/2012;7;0;7;11;29;25
20/10/2012;8;0;9;14;40;15
20/10/2012;9;0;11;18;49;6
20/10/2012;10;0;13;17;40;12
20/10/2012;11;0;17;19;42;12
20/10/2012;12;0;17;17;50;9
20/10/2012;13;0;16;16;44;19
20/10/2012;14;0;13;14;38;27
20/10/2012;15;0;10;16;42;28
20/10/2012;16;0;9;14;54;17
20/10/2012;17;0;11;12;63;5
20/10/2012;18;0;15;13;54;7
20/10/2012;19;1;15;16;49;4
20/10/2012;20;0;17;21;45;2
20/10/2012;21;0;18;24;38;4
20/10/2012;22;0;18;24;33;4
20/10/2012;23;0;23;26;33;4
20/10/2012;24;0;25;29;32;2
21/10/2012;1;0;26;32;34;1
21/10/2012;2;0;30;34;33;1
21/10/2012;3;0;27;33;33;1
21/10/2012;4;0;25;27;30;2
21/10/2012;5;0;22;23;30;2
21/10/2012;6;0;25;28;33;1
21/10/2012;7;0;29;32;32;1
21/10/2012;8;0;29;35;30;3
21/10/2012;9;1;29;34;27;6
21/10/2012;10;1;29;38;27;10
21/10/2012;11;1;33;39;35;12
21/10/2012;12;1;34;41;43;13
21/10/2012;13;1;39;47;54;11
21/10/2012;14;1;38;45;43;27
21/10/2012;15;1;23;35;40;34
21/10/2012;16;0;22;30;38;37
21/10/2012;17;1;22;33;62;12
21/10/2012;18;1;26;40;77;2
21/10/2012;19;1;28;44;69;3
21/10/2012;20;1;30;46;72;2
21/10/2012;21;1;40;55;66;3
21/10/2012;22;1;33;46;55;3
21/10/2012;23;1;22;35;52;3
21/10/2012;24;1;22;34;50;2
22/10/2012;1;1;21;36;45;3
22/10/2012;2;1;21;34;43;2
22/10/2012;3;1;20;32;41;2
22/10/2012;4;1;17;31;41;2
22/10/2012;5;1;15;30;46;1
22/10/2012;6;1;18;32;58;1
22/10/2012;7;1;26;49;87;1
22/10/2012;8;1;33;62;89;1
22/10/2012;9;1;36;74;81;3
22/10/2012;10;1;29;59;65;7
22/10/2012;11;1;26;39;67;8
22/10/2012;12;1;27;44;79;8
22/10/2012;13;1;26;44;85;7
22/10/2012;14;1;26;45;81;7
22/10/2012;15;0;23;38;67;14
22/10/2012;16;0;19;36;63;13
22/10/2012;17;1;25;43;75;3
22/10/2012;18;1;26;46;77;2
22/10/2012;19;1;31;54;80;2
22/10/2012;20;1;34;54;69;2
22/10/2012;21;1;32;51;74;2
22/10/2012;22;1;28;44;62;1
22/10/2012;23;1;25;35;59;1
22/10/2012;24;0;21;30;48;2
23/10/2012;1;0;18;25;34;6
23/10/2012;2;0;16;23;31;5
23/10/2012;3;0;21;28;31;3
23/10/2012;4;0;25;29;29;3
23/10/2012;5;0;23;27;34;0
23/10/2012;6;0;27;33;39;0
23/10/2012;7;0;29;41;43;1
23/10/2012;8;1;33;46;41;1
23/10/2012;9;1;31;43;38;2
23/10/2012;10;0;27;40;41;4
23/10/2012;11;1;33;48;41;7
23/10/2012;12;0;36;48;45;10
23/10/2012;13;0;37;52;48;11
23/10/2012;14;1;39;59;50;9
23/10/2012;15;0;33;51;47;14
23/10/2012;16;0;28;41;53;12
23/10/2012;17;0;27;41;59;6
23/10/2012;18;0;26;40;59;5
23/10/2012;19;1;24;35;55;3
23/10/2012;20;0;33;45;48;3
23/10/2012;21;0;37;49;45;2
23/10/2012;22;0;39;52;43;3
23/10/2012;23;0;36;50;39;3
23/10/2012;24;0;38;50;39;1
24/10/2012;1;0;40;52;38;2
24/10/2012;2;0;39;50;35;2
24/10/2012;3;0;37;51;28;4
24/10/2012;4;0;34;43;27;3
24/10/2012;5;0;32;40;25;2
24/10/2012;6;0;31;40;34;2
24/10/2012;7;0;35;44;43;1
24/10/2012;8;0;36;47;39;4
24/10/2012;9;0;37;51;40;3
24/10/2012;10;0;38;51;42;5
24/10/2012;11;0;34;45;37;13
24/10/2012;12;0;32;46;35;25
24/10/2012;13;0;27;38;35;22
24/10/2012;14;0;24;34;34;19
24/10/2012;15;0;30;36;37;11
24/10/2012;16;0;31;41;33;8
24/10/2012;17;0;31;45;37;4
24/10/2012;18;0;32;42;42;1
24/10/2012;19;1;33;46;44;1
24/10/2012;20;1;35;45;45;2
24/10/2012;21;1;38;49;43;2
24/10/2012;22;0;38;50;40;2
24/10/2012;23;1;40;51;42;1
24/10/2012;24;0;38;52;37;1
25/10/2012;1;0;35;44;33;1
25/10/2012;2;0;33;40;31;1
25/10/2012;3;0;30;40;29;2
25/10/2012;4;0;30;38;30;1
25/10/2012;5;0;30;39;32;1
25/10/2012;6;0;29;36;38;1
25/10/2012;7;1;32;44;45;2
25/10/2012;8;1;41;60;42;2
25/10/2012;9;1;40;58;36;6
25/10/2012;10;0;35;48;34;9
25/10/2012;11;0;38;50;33;12
25/10/2012;12;0;38;47;36;14
25/10/2012;13;0;35;47;32;19
25/10/2012;14;0;29;43;32;22
25/10/2012;15;0;28;39;42;15
25/10/2012;16;1;33;51;46;6
25/10/2012;17;1;34;49;56;7
25/10/2012;18;0;29;40;45;19
25/10/2012;19;0;29;37;53;9
25/10/2012;20;1;36;43;61;3
25/10/2012;21;1;41;54;66;1
25/10/2012;22;1;42;57;46;1
25/10/2012;23;1;37;47;41;1
25/10/2012;24;0;33;44;39;1
26/10/2012;1;0;33;44;39;1
26/10/2012;2;0;25;34;44;1
26/10/2012;3;0;24;32;43;1
26/10/2012;4;0;22;28;39;1
26/10/2012;5;0;18;25;39;1
26/10/2012;6;0;18;33;40;1
26/10/2012;7;0;19;25;40;1
26/10/2012;8;0;16;27;40;2
26/10/2012;9;0;19;30;41;4
26/10/2012;10;0;21;35;42;6
26/10/2012;11;0;24;38;37;7
26/10/2012;12;0;26;39;34;10
26/10/2012;13;0;24;43;36;10
26/10/2012;14;0;24;40;40;8
26/10/2012;15;0;18;35;38;9
26/10/2012;16;0;11;30;34;15
26/10/2012;17;0;10;20;42;9
26/10/2012;18;0;11;18;43;10
26/10/2012;19;0;13;22;44;10
26/10/2012;20;0;17;25;45;11
26/10/2012;21;0;19;29;37;20
26/10/2012;22;0;17;29;35;28
26/10/2012;23;0;12;25;30;35
26/10/2012;24;0;14;30;32;28
27/10/2012;1;0;15;27;30;27
27/10/2012;2;0;16;25;27;27
27/10/2012;3;0;18;24;25;30
27/10/2012;4;0;16;22;23;33
27/10/2012;5;0;12;18;28;34
27/10/2012;6;0;6;10;32;30
27/10/2012;7;0;4;10;35;27
27/10/2012;8;0;4;11;31;32
27/10/2012;9;0;5;9;26;40
27/10/2012;10;0;6;13;26;40
27/10/2012;11;0;7;10;22;46
27/10/2012;12;0;8;10;20;50
27/10/2012;13;0;5;12;19;55
27/10/2012;14;0;7;13;22;58
27/10/2012;15;0;3;7;27;51
27/10/2012;16;0;4;8;32;44
27/10/2012;17;0;6;8;35;43
27/10/2012;18;0;7;8;41;38
27/10/2012;19;0;11;16;53;30
27/10/2012;20;0;15;20;48;30
27/10/2012;21;0;18;22;53;22
27/10/2012;22;0;17;22;48;24
27/10/2012;23;0;15;23;50;19
27/10/2012;24;0;13;18;46;19
28/10/2012;1;0;9;16;33;32
28/10/2012;2;0;7;14;36;27
28/10/2012;3;0;7;14;33;28
28/10/2012;4;0;6;13;38;22
28/10/2012;5;0;7;12;43;16
28/10/2012;6;0;6;10;39;18
28/10/2012;7;0;5;10;36;21
28/10/2012;8;0;6;11;36;24
28/10/2012;9;0;7;12;37;28
28/10/2012;10;0;6;13;32;37
28/10/2012;11;0;10;17;26;45
28/10/2012;12;0;13;24;21;53
28/10/2012;13;0;8;25;22;51
28/10/2012;14;0;9;21;21;53
28/10/2012;15;0;7;20;21;53
28/10/2012;16;0;7;25;22;53
28/10/2012;17;0;7;28;32;45
28/10/2012;18;0;12;n/d;62;17
28/10/2012;19;0;17;n/d;59;19
28/10/2012;20;0;17;n/d;52;21
28/10/2012;21;0;11;n/d;44;27
28/10/2012;22;0;13;n/d;28;41
28/10/2012;23;0;7;n/d;27;38
28/10/2012;24;0;6;14;24;39
29/10/2012;1;0;6;15;23;37
29/10/2012;2;0;6;11;20;38
29/10/2012;3;0;7;6;18;37
29/10/2012;4;0;7;13;18;36
29/10/2012;5;0;8;14;24;28
29/10/2012;6;0;10;13;39;12
29/10/2012;7;0;11;14;53;3
29/10/2012;8;0;14;n/d;60;3
29/10/2012;9;0;11;n/d;59;7
29/10/2012;10;0;11;n/d;51;17
29/10/2012;11;0;11;n/d;42;29
29/10/2012;12;0;9;19;51;24
29/10/2012;13;0;9;25;40;31
29/10/2012;14;0;12;24;55;19
29/10/2012;15;0;11;24;57;20
29/10/2012;16;0;10;22;54;21
29/10/2012;17;0;9;23;69;9
29/10/2012;18;1;12;21;70;7
29/10/2012;19;1;12;n/d;73;4
29/10/2012;20;0;11;n/d;62;8
29/10/2012;21;0;15;n/d;53;12
29/10/2012;22;0;17;n/d;44;19
29/10/2012;23;0;12;n/d;38;23
29/10/2012;24;0;10;n/d;28;31
30/10/2012;1;0;9;n/d;25;30
30/10/2012;2;0;10;n/d;22;33
30/10/2012;3;0;8;n/d;20;35
30/10/2012;4;0;7;n/d;21;34
30/10/2012;5;0;6;n/d;24;32
30/10/2012;6;0;9;n/d;43;17
30/10/2012;7;0;11;n/d;62;5
30/10/2012;8;0;10;n/d;66;5
30/10/2012;9;0;10;n/d;64;7
30/10/2012;10;0;12;n/d;66;8
30/10/2012;11;n/d;15;n/d;64;n/d
30/10/2012;12;0;n/d;n/d;47;18
30/10/2012;13;0;n/d;n/d;53;15
30/10/2012;14;0;n/d;n/d;54;17
30/10/2012;15;0;n/d;n/d;51;20
30/10/2012;16;0;n/d;n/d;60;13
30/10/2012;17;1;n/d;28;67;10
30/10/2012;18;1;n/d;26;77;4
30/10/2012;19;1;n/d;27;84;2
30/10/2012;20;1;n/d;28;82;1
30/10/2012;21;1;n/d;33;73;3
30/10/2012;22;0;n/d;29;58;11
30/10/2012;23;0;n/d;24;57;12
30/10/2012;24;0;n/d;21;57;11
31/10/2012;1;0;n/d;22;61;6
31/10/2012;2;0;n/d;25;59;4
